;;TOTALE;96219;3309;53305;39605
;;Paese/Location;Casi confermati;Morti;Guariti;In corso
1;;China;80409;3012;52045;25352
2;;South Korea;5766;42;88;5636
3;;Iran;3513;107;552;2854
4;;Italia;3089;107;276;2706
5;;Diamond Princess;706;6;40;660
6;;Germany;349;0;16;333
7;;Japan;331;6;10;315
8;;France;285;4;12;269
9;;Spain;248;3;2;243
10;;United States;159;11;9;139
11;;Singapore;110;0;78;32
12;;Hong Kong;105;2;36;67
13;;United Kingdom;88;0;8;80
14;;Switzerland;80;1;0;79
15;;Norway;62;0;0;62
16;;Sweden;60;0;0;60
17;;Kuwait;58;0;0;58
18;;Malaysia;55;0;22;33
19;;Australia;52;2;21;29
20;;Belgium;50;0;1;49
21;;Bahrain;49;0;1;48
22;;Thailand;47;1;31;15
23;;Taiwan;42;1;12;29
24;;Netherlands;38;0;0;38
25;;Austria;37;0;0;37
26;;Iraq;35;2;0;33
27;;Canada;34;0;3;31
28;;India;30;0;3;27
29;;UAE;27;0;5;22
30;;Iceland;26;0;0;26
31;;Algeria;17;0;0;17
32;;San Marino;16;1;0;15
33;;Vietnam;16;0;16;0
34;;Denmark;15;0;0;15
35;;Israel;15;0;0;15
36;;Lebanon;15;0;0;15
37;;Oman;15;0;2;13
38;;Finland;12;0;1;11
39;;Croatia;10;0;0;10
40;;Ecuador;10;0;0;10
41;;Greece;10;0;0;10
42;;Macau;10;0;6;4
43;;Czech Republic;8;0;0;8
44;;Portugal;8;0;;8
45;;Qatar;8;0;0;8
46;;Belarus;6;0;0;6
47;;Ireland;6;0;;6
48;;Romania;6;0;0;6
49;;Mexico;5;0;1;4
50;;Pakistan;5;0;0;5
51;;Brazil;4;0;0;4
52;;Georgia;4;0;0;4
53;;Palestine;4;0;0;4
54;;Russia;4;0;2;2
55;;Senegal;4;0;0;4
56;;Azerbaijan;3;0;0;3
57;;Chile;3;0;;3
58;;New Zealand;3;0;0;3
59;;Philippines;3;1;2;0
60;;Bosnia;2;0;;2
61;;Egypt;2;0;1;1
62;;Estonia;2;0;0;2
63;;Hungary;2;0;0;2
64;;Indonesia;2;0;;2
65;;Morocco;2;0;;2
66;;Saudi Arabia;2;0;;2
67;;Afghanistan;1;0;0;1
68;;Andorra;1;0;;1
69;;Argentina;1;0;;1
70;;Armenia;1;0;;1
71;;Cambodia;1;0;1;0
72;;Dominican Republic;1;0;;1
73;;Jordan;1;0;;1
74;;Latvia;1;0;;1
75;;Liechtenstein;1;0;;1
76;;Lithuania;1;0;0;1
77;;Luxembourg;1;0;;1
78;;Monaco;1;0;0;1
79;;Nepal;1;0;1;0
80;;Nigeria;1;0;0;1
81;;North Macedonia;1;0;0;1
82;;Poland;1;0;0;1
83;;Slovenia;1;0;0;1
84;;Sri Lanka;1;0;1;0
85;;Tunisia;1;0;;1
86;;Ukraine;1;0;;1
