;;ASSOLUTI;2014309;131686;493762;1388861
;;TOTALE AUTOM;2014309;131686;493762;1388861
;;Paese/Location;Casi conf;Morti;Guariti;In corso
1;;United States;614451;29897;34363;550191
2;;Spain;177633;18706;70853;88074
3;;Italy;165155;21645;38092;105418
4;;France;143303;15729;28805;98769
5;;Germany;134002;3505;82414;48083
6;;United Kingdom;93873;12107;1918;79848
7;;China;84489;3342;78987;2160
8;;Iran;74877;4683;48129;22065
9;;Turkey;65111;1403;4799;58909
10;;Belgium;31119;4157;6868;20094
11;;Netherlands;27419;2945;3459;21015
12;;Canada;26992;900;8007;18085
13;;Switzerland;25956;1175;14700;10081
14;;Brazil;25684;1552;14026;10106
15;;Russia;24490;198;1986;22306
16;;Portugal;17448;567;347;16534
17;;Austria;14246;384;7633;6229
18;;Israel;12200;126;2309;9765
19;;India;11511;394;1366;9751
20;;Ireland;11479;406;;11073
21;;Sweden;11445;1033;;10412
22;;South Korea;10591;225;7447;2919
23;;Peru;10303;230;2869;7204
24;;Japan;8339;165;799;7375
25;;Chile;7917;92;2646;5179
26;;Ecuador;7603;369;696;6538
27;;Poland;7202;263;487;6452
28;;Romania;6879;351;1051;5477
29;;Denmark;6695;299;3;6393
30;;Norway;6686;139;;6547
31;;Australia;6440;63;2186;4191
32;;Czech Republic;6151;163;676;5312
33;;Pakistan;5996;107;1446;4443
34;;Philippines;5453;349;353;4751
35;;Mexico;5399;406;2125;2868
36;;Saudi Arabia;5369;73;889;4407
37;;Malaysia;4987;82;2478;2427
38;;United Arab Emirates;4933;28;933;3972
39;;Indonesia;4839;459;426;3954
40;;Serbia;4465;94;;4371
41;;Ukraine;3764;108;143;3513
42;;Panama;3574;95;72;3407
43;;Qatar;3428;7;373;3048
44;;Luxembourg;3307;67;467;2773
45;;Dominican Republic;3286;183;162;2941
46;;Belarus;3281;33;203;3045
47;;Singapore;3252;10;611;2631
48;;Finland;3161;64;24;3073
49;;Colombia;2979;127;354;2498
50;;Thailand;2643;43;1497;1103
51;;Argentina;2443;105;559;1779
52;;South Africa;2415;27;410;1978
53;;Egypt;2350;178;514;1658
54;;Greece;2170;101;269;1800
55;;Algeria;2070;326;113;1631
56;;Morocco;1888;126;217;1545
57;;Iceland;1720;8;989;723
58;;Moldova;1712;36;107;1569
59;;Croatia;1704;31;415;1258
60;;Hungary;1579;134;192;1253
61;;Bahrain;1528;7;648;873
62;;Iraq;1400;78;766;556
63;;New Zealand;1386;9;728;649
64;;Estonia;1373;31;115;1227
65;;Kuwait;1355;3;176;1176
66;;Kazakhstan;1267;15;203;1049
67;;Slovenia;1220;56;92;1072
68;;Uzbekistan;1214;3;85;1126
69;;Azerbaijan;1197;13;351;833
70;;Lithuania;1091;29;8;1054
71;;Bosnia;1083;40;236;807
72;;Armenia;1067;16;265;786
73;;Hong Kong;1013;4;434;575
74;;Bangladesh;1012;46;42;924
75;;Oman;910;4;131;775
76;;North Macedonia;908;44;86;778
77;;Cameroon;848;17;165;666
78;;Slovakia;835;2;113;720
79;;Cuba;766;21;132;613
80;;Tunisia;747;34;5;708
